DIVISION,TEAM_NAME,SCHEDULE_LINK
Boys U11 Division 9,Taylor Creek Youth Organization TCFC Red Bulls B2015,https://system.gotsport.com/org_event/events/43740/schedules?team=3177761
Boys U11 Division 9,Kolping SC Kolping SC B15 Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3217823
Boys U11 Division 9,Elevate FC Elevate FC 2015 Blue,https://system.gotsport.com/org_event/events/43740/schedules?team=3097540
Boys U11 Division 9,STAR Rush Cincinnati STAR Rush B2015 Grey,https://system.gotsport.com/org_event/events/43740/schedules?team=3220082
Boys U11 Division 9,Butler Fury Soccer Club Butler Fury Youth Soccer Club Boys 2015/2016,https://system.gotsport.com/org_event/events/43740/schedules?team=3176563
Boys U11 Division 9,Ohio United FC Ohio United FC B15 Academy 2,https://system.gotsport.com/org_event/events/43740/schedules?team=3225894
Boys U11 Division 9,Lakota Futbol Club Lakota FC B15 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3223294
Boys U11 Division 10,Cincinnati Grand Futbol Cincinnati Grand Futbol Club Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3272944
Boys U11 Division 10,Kings Hammer Soccer Club KHPA NKY B15-3,https://system.gotsport.com/org_event/events/43740/schedules?team=3179516
Boys U11 Division 10,On Goal Passion FC Passion FC 2015B Blue,https://system.gotsport.com/org_event/events/43740/schedules?team=3225428
Boys U11 Division 10,Taylor Creek Youth Organization TCFC Red Dragons B2015,https://system.gotsport.com/org_event/events/43740/schedules?team=3173949
Boys U11 Division 10,Fairfield Optimist Soccer Club FOSC Lebanon Warrior Premier B2015,https://system.gotsport.com/org_event/events/43740/schedules?team=3223296
Boys U11 Division 10,FC Storm FC Storm B15 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3162662
Boys U11 Division 10,Mercury Mercury 2015 west 2,https://system.gotsport.com/org_event/events/43740/schedules?team=3222161
Boys U11 Division 10,Edgewood Premier FC Edgewood Premier FC B15,https://system.gotsport.com/org_event/events/43740/schedules?team=3223750
Boys U11 Division 10,Kolping SC Kolping SC B15 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3217829
Boys U11 Division 10,Franklin Youth Soccer Association Franklin Premier FC U11 Boys,https://system.gotsport.com/org_event/events/43740/schedules?team=3177881
Boys U12 Division 2,Kings Hammer Soccer Club KHPA NKY B14-1,https://system.gotsport.com/org_event/events/43740/schedules?team=3173560
Boys U12 Division 2,On Goal Passion FC Passion FC 2014B Gray,https://system.gotsport.com/org_event/events/43740/schedules?team=3187055
Boys U12 Division 2,Cincinnati United CU North 14B Elite 2,https://system.gotsport.com/org_event/events/43740/schedules?team=3223143
Boys U12 Division 2,Cincinnati United CUSE 14B Barcelona,https://system.gotsport.com/org_event/events/43740/schedules?team=3224664
Boys U12 Division 2,Lakota Futbol Club Lakota FC B14 Gray,https://system.gotsport.com/org_event/events/43740/schedules?team=3223319
Boys U12 Division 3,Fairfield Optimist Soccer Club FOSC Lebanon Warriors Premier B2014 Maroon,https://system.gotsport.com/org_event/events/43740/schedules?team=3223313
Boys U12 Division 3,Kings Hammer Soccer Club KHPA CINCY B14-A,https://system.gotsport.com/org_event/events/43740/schedules?team=3186266
Boys U12 Division 3,Cincy SC Cincy SC B14 Navy,https://system.gotsport.com/org_event/events/43740/schedules?team=3194497
Boys U12 Division 3,Lawrenceburg Greendale Soccer Club LGSC B14 Thundercats,https://system.gotsport.com/org_event/events/43740/schedules?team=3191379
Boys U12 Division 3,Fusion FC NKY Fusion FC B14 Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3220448
Boys U12 Division 3,Madeira FC Madeira FC B2014 Blue,https://system.gotsport.com/org_event/events/43740/schedules?team=3167988
Boys U12 Division 3,Cincinnati United CUSE 14B CHELSEA,https://system.gotsport.com/org_event/events/43740/schedules?team=3224669
Boys U12 Division 4,Independence SC ISC B14 Wolves,https://system.gotsport.com/org_event/events/43740/schedules?team=3196694
Boys U12 Division 4,Oak Hills Youth Athletics Oak Hills Premier Boys 2014 Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3222736
Boys U12 Division 4,Forest Hills FC Forest Hills Fútbol Club,https://system.gotsport.com/org_event/events/43740/schedules?team=3244653
Boys U12 Division 4,Monroe Premier FC Monroe Premier FC Boys 2014,https://system.gotsport.com/org_event/events/43740/schedules?team=3142301
Boys U12 Division 4,Oxford United FC(OH) Oxford United B2014,https://system.gotsport.com/org_event/events/43740/schedules?team=3183887
Boys U12 Division 4,Kolping SC Kolping SC B14 Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3217834
Boys U12 Division 4,Kings Hammer Soccer Club KHPA CINCY B14-2,https://system.gotsport.com/org_event/events/43740/schedules?team=3179472
Boys U12 Division 4,Kings Hammer Soccer Club KHPA NKY B14-2,https://system.gotsport.com/org_event/events/43740/schedules?team=3179501
Boys U12 Division 4,Cincy SC Cincy SC B14 Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3194514
Boys U12 Division 4,Cincinnati United CUSE 14B Dortmund,https://system.gotsport.com/org_event/events/43740/schedules?team=3224675
Boys U12 Division 5,Eclipse FC Eclipse FC East Courage,https://system.gotsport.com/org_event/events/43740/schedules?team=3124393
Boys U12 Division 5,FC Storm FC Storm B14 Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3162683
Boys U12 Division 5,Kings Hammer Soccer Club KHPA NKY B14-3,https://system.gotsport.com/org_event/events/43740/schedules?team=3186456
Boys U12 Division 5,STAR Rush Cincinnati STAR Rush B2014 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3220100
Boys U12 Division 5,Cincinnati United CU North 14B Puma One,https://system.gotsport.com/org_event/events/43740/schedules?team=3223146
Boys U12 Division 5,Cincinnati United CUSE 14B Everton,https://system.gotsport.com/org_event/events/43740/schedules?team=3224687
Boys U12 Division 5,Alliance Cincinnati SC ACSC B2014 Academy,https://system.gotsport.com/org_event/events/43740/schedules?team=3232334
Boys U12 Division 5,Cincy SC Cincy SC B14 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3194489
Boys U12 Division 5,Lakota Futbol Club Lakota FC B2014 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3223304
Boys U12 Division 6,Mercury Mercury Premier 2014 Boys White,https://system.gotsport.com/org_event/events/43740/schedules?team=3224657
Boys U12 Division 6,Independence SC ISC B14 Warrior FC,https://system.gotsport.com/org_event/events/43740/schedules?team=3181870
Boys U12 Division 6,Fairfield Optimist Soccer Club FOSC Lebanon Warriors Premier B2014 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3223318
Boys U12 Division 6,Cincinnati United CU North 14B Evo Power,https://system.gotsport.com/org_event/events/43740/schedules?team=3223419
Boys U12 Division 6,Mercury B2014 west 1,https://system.gotsport.com/org_event/events/43740/schedules?team=3222077
Boys U12 Division 6,Northwest Cincy Soccer Coalition Northwest Cincy SC B14 Strike,https://system.gotsport.com/org_event/events/43740/schedules?team=3223250
Boys U12 Division 7,Cincinnati Elite FC Cincinnati Elite FC B14 Gold,https://system.gotsport.com/org_event/events/43740/schedules?team=3218960
Boys U12 Division 7,Cincinnati West CWSC B14/15 Academy Red,https://system.gotsport.com/org_event/events/43740/schedules?team=3218933
Boys U12 Division 7,Fairfield Optimist Soccer Club FOSC B14 Premier,https://system.gotsport.com/org_event/events/43740/schedules?team=3222360
Boys U12 Division 7,Fusion FC NKY Fusion FC B14 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3220450
Boys U12 Division 7,FC Storm FC Storm B14 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3162690
Boys U12 Division 7,On Goal Passion FC Passion FC 2014B Blue,https://system.gotsport.com/org_event/events/43740/schedules?team=3187396
Boys U12 Division 7,Kings Hammer Soccer Club KHPA NKY B14-4,https://system.gotsport.com/org_event/events/43740/schedules?team=3186512
Boys U12 Division 8,Oak Hills Youth Athletics Oak Hills Premier Boys 2014 Red,https://system.gotsport.com/org_event/events/43740/schedules?team=3222740
Boys U12 Division 8,Campbell Soccer Club (CSC) CSC U12B Collier Bad Boys,https://system.gotsport.com/org_event/events/43740/schedules?team=3213258
Boys U12 Division 8,Cincinnati Elite FC Cincinnati Elite FC B14 Premier,https://system.gotsport.com/org_event/events/43740/schedules?team=3218977
Boys U12 Division 8,FC Dayton FC Dayton B14 Navy,https://system.gotsport.com/org_event/events/43740/schedules?team=3195784
Boys U12 Division 8,Kings Hammer Soccer Club KHPA CINCY B14-B,https://system.gotsport.com/org_event/events/43740/schedules?team=3186425
Boys U12 Division 8,Waynesville FC Waynesville FC B2014,https://system.gotsport.com/org_event/events/43740/schedules?team=3220392
Boys U12 Division 8,Madeira FC Madeira FC B2014 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3219207
Boys U12 Division 8,Total Futbol Academy(OH) TFA B14 Gold,https://system.gotsport.com/org_event/events/43740/schedules?team=3216073
Boys U12 Division 8,NWC Alliance Soccer Club NWC Alliance 2014 (U12) Boys Premier,https://system.gotsport.com/org_event/events/43740/schedules?team=3200556
Boys U12 Division 8,Cincinnati United CU Northwest 14/15B Atalanta,https://system.gotsport.com/org_event/events/43740/schedules?team=3229099
Boys U12 Division 9,Edgewood Premier FC Edgewood Premier FC B14,https://system.gotsport.com/org_event/events/43740/schedules?team=3223733
Boys U12 Division 9,Campbell Soccer Club (CSC) CSC U12B Chaos 14/15,https://system.gotsport.com/org_event/events/43740/schedules?team=3213244
Boys U12 Division 9,Campbell Soccer Club (CSC) CSC U12B CAdkins,https://system.gotsport.com/org_event/events/43740/schedules?team=3213256
Boys U12 Division 9,Eclipse FC Eclipse FC East Havok-Blue,https://system.gotsport.com/org_event/events/43740/schedules?team=3181227
Boys U12 Division 9,Kolping SC Kolping SC B14 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3217846
Boys U12 Division 9,FC Storm FC Storm B14/15 Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3162696
Boys U12 Division 9,Kings Hammer Soccer Club KHPA NKY B14-A,https://system.gotsport.com/org_event/events/43740/schedules?team=3226268
Boys U12 Division 9,Cincinnati West CWSC B14/15 United Red,https://system.gotsport.com/org_event/events/43740/schedules?team=3216344
Boys U13 Division 1,Fairfield Optimist Soccer Club FOSC B13 Premier,https://system.gotsport.com/org_event/events/43740/schedules?team=3218467
Boys U13 Division 1,Cincinnati United CUSE 13B Arsenal,https://system.gotsport.com/org_event/events/43740/schedules?team=3224693
Boys U13 Division 1,Oak Hills Youth Athletics Oak Hills Premier Boys 2013 Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3222743
Boys U13 Division 1,Fusion FC NKY Fusion FC B13 Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3220468
Boys U13 Division 1,Cincy SC Cincy SC B13 Navy,https://system.gotsport.com/org_event/events/43740/schedules?team=3192019
Boys U13 Division 2,Mercury Mercury Premier 2013 Boys White,https://system.gotsport.com/org_event/events/43740/schedules?team=3224650
Boys U13 Division 2,Fusion FC NKY Fusion FC B13 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3220473
Boys U13 Division 2,Lakota Futbol Club Lakota FC B13 Gray,https://system.gotsport.com/org_event/events/43740/schedules?team=3289996
Boys U13 Division 2,STAR Rush Cincinnati STAR Rush B2013 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3220109
Boys U13 Division 2,FC Storm FC Storm B13 Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3162715
Boys U13 Division 4,Cincinnati United CU North 13B Puma One,https://system.gotsport.com/org_event/events/43740/schedules?team=3223440
Boys U13 Division 4,Mercury Mercury B13 West,https://system.gotsport.com/org_event/events/43740/schedules?team=3222066
Boys U13 Division 4,Fairfield Optimist Soccer Club FOSC Lebanon Warrior Premier B2013,https://system.gotsport.com/org_event/events/43740/schedules?team=3223254
Boys U13 Division 4,Northwest Cincy Soccer Coalition Northwest Cincy SC B13/14 Sharks,https://system.gotsport.com/org_event/events/43740/schedules?team=3228769
Boys U13 Division 4,Clinton Massie SAY Premier Clinton Massie Premier B13,https://system.gotsport.com/org_event/events/43740/schedules?team=3063912
Boys U13 Division 4,Eclipse FC Eclipse FC Firehawks,https://system.gotsport.com/org_event/events/43740/schedules?team=3165155
Boys U13 Division 4,Cincinnati United CUSE 13B Barcelona,https://system.gotsport.com/org_event/events/43740/schedules?team=3224698
Boys U13 Division 5,Alliance Cincinnati SC ACSC B2013 Academy,https://system.gotsport.com/org_event/events/43740/schedules?team=3232390
Boys U13 Division 5,Kolping SC Kolping SC B13 Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3217870
Boys U13 Division 5,Ohio United FC Ohio United FC B13 Academy,https://system.gotsport.com/org_event/events/43740/schedules?team=3225838
Boys U13 Division 5,Kings Hammer Soccer Club KHA CINCY B13-A,https://system.gotsport.com/org_event/events/43740/schedules?team=3223913
Boys U13 Division 5,Fairfield Optimist Soccer Club FOSC B13 Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3218514
Boys U13 Division 5,Lakota Futbol Club Lakota FC B13 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3146346
Boys U13 Division 6,Independence SC ISC B13 Pumas,https://system.gotsport.com/org_event/events/43740/schedules?team=3219803
Boys U13 Division 6,Bellbrook Soccer Association Ohio Fusion SC B2013 Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3219532
Boys U13 Division 6,Butler Fury Soccer Club Butler Fury Youth Soccer Club Boys 2013 Red,https://system.gotsport.com/org_event/events/43740/schedules?team=3150936
Boys U13 Division 6,Cincinnati West CWSC B13 Academy Red,https://system.gotsport.com/org_event/events/43740/schedules?team=3181364
Boys U13 Division 6,LSO United LSO United B13,https://system.gotsport.com/org_event/events/43740/schedules?team=3151280
Boys U13 Division 6,Monroe Premier FC Monroe Premier FC 2013B Navy,https://system.gotsport.com/org_event/events/43740/schedules?team=3142140
Boys U13 Division 6,STAR Rush Cincinnati STAR Rush B2013 Red,https://system.gotsport.com/org_event/events/43740/schedules?team=3224603
Boys U14 Division 1,Inner Cincinnati SA Inner Cincinnati U14,https://system.gotsport.com/org_event/events/43740/schedules?team=3185996
Boys U14 Division 1,Taylor Creek Youth Organization Taylor Creek FC B2012,https://system.gotsport.com/org_event/events/43740/schedules?team=3173915
Boys U14 Division 1,Fairfield Optimist Soccer Club FOSC Lebanon Warriors Premier B2012,https://system.gotsport.com/org_event/events/43740/schedules?team=3223288
Boys U14 Division 1,Independence SC ISC B12/13 Trenkamp,https://system.gotsport.com/org_event/events/43740/schedules?team=3201133
Boys U14 Division 1,Lakota Futbol Club Lakota FC B12 Gray,https://system.gotsport.com/org_event/events/43740/schedules?team=3227494
Boys U14 Division 2,Taylor Creek Youth Organization TCFC B2012 Red,https://system.gotsport.com/org_event/events/43740/schedules?team=3173963
Boys U14 Division 2,Ohio United FC Ohio United FC B12 Academy,https://system.gotsport.com/org_event/events/43740/schedules?team=3225693
Boys U14 Division 2,Cincy SC Cincy SC B12 Navy,https://system.gotsport.com/org_event/events/43740/schedules?team=3192015
Boys U14 Division 2,Bellbrook Soccer Association Ohio Fusion SC B2012,https://system.gotsport.com/org_event/events/43740/schedules?team=3219510
Boys U14 Division 2,Kolping SC Kolping SC B12 Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3217883
Boys U14 Division 2,Cincinnati United CUSE 12B Barcelona,https://system.gotsport.com/org_event/events/43740/schedules?team=3224723
Boys U14 Division 2,Campbell Soccer Club (CSC) CSC U14B McGrath,https://system.gotsport.com/org_event/events/43740/schedules?team=3213259
Boys U14 DIVISION 4,Madeira FC Madeira FC B2012 Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3168907
Boys U14 DIVISION 4,Lawrenceburg Greendale Soccer Club LGSC B12/13 GMS,https://system.gotsport.com/org_event/events/43740/schedules?team=3259246
Boys U14 DIVISION 4,Lakota Futbol Club Lakota FC B2012 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3223299
Boys U14 DIVISION 4,Campbell Soccer Club (CSC) CSC U14B Revo,https://system.gotsport.com/org_event/events/43740/schedules?team=3263132
Boys U14 DIVISION 4,Cincinnati United CU North 12B Puma One,https://system.gotsport.com/org_event/events/43740/schedules?team=3223448
Boys U14 DIVISION 4,Kings Hammer Soccer Club KHA NKY B12-3,https://system.gotsport.com/org_event/events/43740/schedules?team=3223901
Boys U14 DIVISION 4,Oak Hills Youth Athletics Oak Hills Premier Boys 2012,https://system.gotsport.com/org_event/events/43740/schedules?team=3222713
Boys U14 DIVISION 4,Northwest Cincy Soccer Coalition Northwest Cincy SC B12,https://system.gotsport.com/org_event/events/43740/schedules?team=3225648
Boys U14 DIVISION 4,Cincinnati United CUSE 12B Chelsea,https://system.gotsport.com/org_event/events/43740/schedules?team=3224747
Boys U15,Independence SC ISC B11 Tigers,https://system.gotsport.com/org_event/events/43740/schedules?team=3219820
Boys U15,Kolping SC Kolping SC B11 FALL,https://system.gotsport.com/org_event/events/43740/schedules?team=3217899
Boys U15,Waynesville FC Waynesville FC B2011,https://system.gotsport.com/org_event/events/43740/schedules?team=3220385
Boys U15,Edgewood Premier FC Edgewood Premier FC B11,https://system.gotsport.com/org_event/events/43740/schedules?team=3223728
Boys U15,Lawrenceburg Greendale Soccer Club LGSC B11/12 GMS,https://system.gotsport.com/org_event/events/43740/schedules?team=3259275
Boys U15,FC Storm FC Storm B11 Fall Team 2,https://system.gotsport.com/org_event/events/43740/schedules?team=3167187
Boys U15,Fairfield Optimist Soccer Club FOSC B11/12 Premier,https://system.gotsport.com/org_event/events/43740/schedules?team=3222314
Boys U15,Oxford United FC(OH) Oxford United B2011,https://system.gotsport.com/org_event/events/43740/schedules?team=3183882
Boys U15,Cincinnati United CUSE 11B Arsenal,https://system.gotsport.com/org_event/events/43740/schedules?team=3224752
Boys High School,Kolping SC Kolping HSA Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3217905
Girls U9 Division 1,Kings Hammer Soccer Club KHJR CINCY G17-1,https://system.gotsport.com/org_event/events/43740/schedules?team=3183977
Girls U9 Division 1,Mercury Mercury G17 Red,https://system.gotsport.com/org_event/events/43740/schedules?team=3317047
Girls U9 Division 1,Mercury Mercury SJB G17 Blue Jays,https://system.gotsport.com/org_event/events/43740/schedules?team=3149424
Girls U9 Division 1,Cincinnati United CUSM 17G Amiens,https://system.gotsport.com/org_event/events/43740/schedules?team=3223140
Girls U9 Division 1,Northwest Cincy Soccer Coalition Northwest Cincy SC G17,https://system.gotsport.com/org_event/events/43740/schedules?team=3225479
Girls U9 Division 1,Cincy SC Cincy SC G17 Premier,https://system.gotsport.com/org_event/events/43740/schedules?team=3223107
Girls U9 Division 2,Independence SC ISC G17 Lightning,https://system.gotsport.com/org_event/events/43740/schedules?team=3196585
Girls U9 Division 2,FC Storm FC Storm G17 Loveland Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3162476
Girls U9 Division 2,Cincinnati United CUSE 17G Arsenal,https://system.gotsport.com/org_event/events/43740/schedules?team=3224409
Girls U9 Division 2,Impact GFC Impact GFC G17 Blue,https://system.gotsport.com/org_event/events/43740/schedules?team=3217935
Girls U9 Division 2,Lakota Futbol Club Lakota FC G17 Red,https://system.gotsport.com/org_event/events/43740/schedules?team=3202769
Girls U9 Division 2,Cincinnati United CULM 17G Alaves,https://system.gotsport.com/org_event/events/43740/schedules?team=3223059
Girls U9 Division 3,Kolping SC Kolping SC G17 Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3217606
Girls U9 Division 3,Total Futbol Academy(OH) TFA G17 Elite,https://system.gotsport.com/org_event/events/43740/schedules?team=3314931
Girls U9 Division 3,Mercury G2017 North 2,https://system.gotsport.com/org_event/events/43740/schedules?team=3228252
Girls U9 Division 3,Kings Hammer Soccer Club KHJR NKY G17-1,https://system.gotsport.com/org_event/events/43740/schedules?team=3179655
Girls U9 Division 3,FC Dayton FC Dayton G17 Elite,https://system.gotsport.com/org_event/events/43740/schedules?team=3195904
Girls U9 Division 3,Cincy SC Cincy SC G17 Elite,https://system.gotsport.com/org_event/events/43740/schedules?team=3223106
Girls U9 Division 4,Fairfield Optimist Soccer Club FOSC G17 Red,https://system.gotsport.com/org_event/events/43740/schedules?team=3218802
Girls U9 Division 4,Mercury Mercury G17 Red 2,https://system.gotsport.com/org_event/events/43740/schedules?team=3224522
Girls U9 Division 4,FC Storm FC Storm G17 IH Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3162502
Girls U9 Division 4,Cincinnati United CUSE 17G Barcelona,https://system.gotsport.com/org_event/events/43740/schedules?team=3224412
Girls U9 Division 4,Lakota Futbol Club Lakota FC G17 Grey,https://system.gotsport.com/org_event/events/43740/schedules?team=3203131
Girls U9 Division 4,Cincy SC Cincy SC G17 Navy,https://system.gotsport.com/org_event/events/43740/schedules?team=3223101
Girls U9 Division 4,Madeira FC Madeira FC G2017 Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3162076
Girls U9 Division 5,Total Futbol Academy(OH) TFA G18 Elite,https://system.gotsport.com/org_event/events/43740/schedules?team=3200860
Girls U9 Division 5,Cincinnati United CUSE 17G Chelsea,https://system.gotsport.com/org_event/events/43740/schedules?team=3224413
Girls U9 Division 5,Mercury Mercury G17 Younger,https://system.gotsport.com/org_event/events/43740/schedules?team=3230725
Girls U9 Division 5,Cincinnati United CUSM 17G Bastia,https://system.gotsport.com/org_event/events/43740/schedules?team=3222983
Girls U9 Division 5,NWC Alliance Soccer Club NWC Alliance 17/18 (U8) Girls Elite,https://system.gotsport.com/org_event/events/43740/schedules?team=3199296
Girls U9 Division 5,Cincy SC Cincy SC G17 Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3223099
Girls U9 Division 5,FC Storm FC Storm G17 Loveland White,https://system.gotsport.com/org_event/events/43740/schedules?team=3162485
Girls U9 Division 5,Kings Hammer Soccer Club KHJR NKY G17-2,https://system.gotsport.com/org_event/events/43740/schedules?team=3179666
Girls U9 Division 6A,Cincinnati Elite FC Cincinnati Elite FC G17 Elite,https://system.gotsport.com/org_event/events/43740/schedules?team=3219216
Girls U9 Division 6A,FC Storm FC Storm G17 Loveland Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3162490
Girls U9 Division 6A,Impact GFC Impact GFC G17 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3217918
Girls U9 Division 6A,Kolping SC Kolping SC G17/18 Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3217615
Girls U9 Division 6A,Cincy SC Cincy SC G17 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3223071
Girls U9 Division 6A,NWC Alliance Soccer Club NWC Alliance 17/18 (U8) Girls Premier,https://system.gotsport.com/org_event/events/43740/schedules?team=3199305
Girls U9 Division 6B,Little Miami FC Little Miami FC 2017 Girls,https://system.gotsport.com/org_event/events/43740/schedules?team=3200785
Girls U9 Division 6B,Mercury Mercury G17 West,https://system.gotsport.com/org_event/events/43740/schedules?team=3224505
Girls U9 Division 6B,Campbell Soccer Club (CSC) CSC U9G Noll,https://system.gotsport.com/org_event/events/43740/schedules?team=3213388
Girls U9 Division 6B,STAR Rush Cincinnati STAR Rush G2017 Blue,https://system.gotsport.com/org_event/events/43740/schedules?team=3220123
Girls U9 Division 6B,Cincinnati United CULM 17G Betis,https://system.gotsport.com/org_event/events/43740/schedules?team=3223112
Girls U9 Division 6B,Total Futbol Academy(OH) TFA G18 Premier,https://system.gotsport.com/org_event/events/43740/schedules?team=3200887
Girls U9 Division 6B,Lawrenceburg Greendale Soccer Club LGSC G17 Tigerettes,https://system.gotsport.com/org_event/events/43740/schedules?team=3261989
Girls U9 Division 8,Elevate FC Elevate FC GU9 2017 18,https://system.gotsport.com/org_event/events/43740/schedules?team=3253563
Girls U9 Division 8,On Goal Passion FC Passion FC 2017G Gray,https://system.gotsport.com/org_event/events/43740/schedules?team=3187074
Girls U9 Division 8,Mercury Mercury Premier 2017 Girls White,https://system.gotsport.com/org_event/events/43740/schedules?team=3224719
Girls U9 Division 8,Fairfield Optimist Soccer Club FOSC G17 white,https://system.gotsport.com/org_event/events/43740/schedules?team=3218841
Girls U9 Division 8,Campbell Soccer Club (CSC) CSC U9G Highland United,https://system.gotsport.com/org_event/events/43740/schedules?team=3213390
Girls U9 Division 8,Kolping SC Kolping SC G17/18 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3217622
Girls U10 Division 1/2,Lakota Futbol Club Lakota FC G16 Red,https://system.gotsport.com/org_event/events/43740/schedules?team=3220523
Girls U10 Division 1/2,Cincy SC Cincy SC G16 Premier,https://system.gotsport.com/org_event/events/43740/schedules?team=3223123
Girls U10 Division 1/2,Cincinnati United CUSE 16G Arsenal,https://system.gotsport.com/org_event/events/43740/schedules?team=3224415
Girls U10 Division 1/2,Cincinnati United CULM 16G Atletico,https://system.gotsport.com/org_event/events/43740/schedules?team=3223048
Girls U10 Division 1/2,Fairfield Optimist Soccer Club FOSC G16 Red,https://system.gotsport.com/org_event/events/43740/schedules?team=3218744
Girls U10 Division 1/2,Total Futbol Academy(OH) TFA G16 Premier,https://system.gotsport.com/org_event/events/43740/schedules?team=3204271
Girls U10 Division 3,Fusion FC NKY Fusion FC G16 Green,https://system.gotsport.com/org_event/events/43740/schedules?team=3253350
Girls U10 Division 3,Impact GFC Impact GFC G16 Blue,https://system.gotsport.com/org_event/events/43740/schedules?team=3216436
Girls U10 Division 3,Cincinnati United CUSE 16G Barcelona,https://system.gotsport.com/org_event/events/43740/schedules?team=3224422
Girls U10 Division 3,Eclipse FC Eclipse East FC G16 Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3172358
Girls U10 Division 3,Lakota Futbol Club Lakota FC G16 Gray,https://system.gotsport.com/org_event/events/43740/schedules?team=3220526
Girls U10 Division 3,FC Storm FC Storm G16 Loveland Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3162586
Girls U10 Division 3,Ohio United FC Ohio United FC G16 Academy,https://system.gotsport.com/org_event/events/43740/schedules?team=3225912
Girls U10 Division 4,Mercury Mercury G16 North 2,https://system.gotsport.com/org_event/events/43740/schedules?team=3231920
Girls U10 Division 4,FC Storm FC Storm G16 IH Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3162605
Girls U10 Division 4,Cincy SC Cincy SC G16 Elite,https://system.gotsport.com/org_event/events/43740/schedules?team=3223120
Girls U10 Division 4,Cincinnati United CUSE 16G Chelsea,https://system.gotsport.com/org_event/events/43740/schedules?team=3224426
Girls U10 Division 4,Independence SC ISC G16 Thunder,https://system.gotsport.com/org_event/events/43740/schedules?team=3215972
Girls U10 Division 4,Cincinnati West CWSC G16 Academy Red,https://system.gotsport.com/org_event/events/43740/schedules?team=3162337
Girls U10 Division 5,Kolping SC Kolping SC G16 Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3217632
Girls U10 Division 5,Waynesville FC Waynesville FC G2016,https://system.gotsport.com/org_event/events/43740/schedules?team=3219836
Girls U10 Division 5,Little Miami FC Little Miami FC 2016 Girls,https://system.gotsport.com/org_event/events/43740/schedules?team=3200740
Girls U10 Division 5,NWC Alliance Soccer Club NWC Alliance 16/17 (U9) Girls Elite,https://system.gotsport.com/org_event/events/43740/schedules?team=3200338
Girls U10 Division 5,Cincinnati United CUSM 16G Bordeaux,https://system.gotsport.com/org_event/events/43740/schedules?team=3222968
Girls U10 Division 5,Cincinnati United CUSE 16G Dortmund,https://system.gotsport.com/org_event/events/43740/schedules?team=3224428
Girls U10 Division 5,Monroe Premier FC Monroe Premier FC 2016G,https://system.gotsport.com/org_event/events/43740/schedules?team=3140543
Girls U10 Division 5,Fairfield Optimist Soccer Club FOSC Lebanon Warriors Premier G2016 Maroon,https://system.gotsport.com/org_event/events/43740/schedules?team=3223339
Girls U10 Division 5,Cincy SC Cincy SC G16 Navy,https://system.gotsport.com/org_event/events/43740/schedules?team=3223117
